1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,7
7,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,0,1,6,7
7,0,0,0,7,0,0,0,0,31,0,0,0,31,0,0,0,7,0,0,0,0,0,0,7
7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
7,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,0,0,0,0,7
7,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7
7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,21,21,21,7
1,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,31,31,0,0,0
7,25,0,0,1,1,1,1,1,1,1,1,1,1,1,21,0,0,21,0,0,0,21,0,0
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
