1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,22,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7
7,25,0,0,0,0,0,0,0,0,1,23,23,23,1,0,0,0,0,0,0,0,0,0,7
7,6,6,6,1,0,0,0,0,0,1,0,0,0,1,6,6,6,6,6,1,0,0,0,7
7,6,6,6,1,0,0,0,0,0,1,0,0,0,1,6,6,6,6,6,6,1,0,0,7
7,0,0,0,0,0,0,21,21,0,1,0,0,0,1,23,23,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,1,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,7
7,0,0,0,0,0,0,7,7,0,1,0,0,0,1,0,25,1,6,6,6,6,6,6,7
7,0,0,0,0,0,0,7,7,0,1,0,0,0,1,0,1,6,6,6,6,6,6,6,7
7,0,0,21,21,0,0,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
7,0,1,1,1,1,0,7,7,0,1,0,0,0,1,6,6,6,1,0,0,0,0,0,7
7,0,0,7,7,0,0,7,7,0,1,24,0,22,1,6,6,6,6,1,24,0,0,0,7
7,0,0,7,7,0,0,7,7,0,1,24,0,0,0,23,0,0,0,23,0,0,0,0,7
7,0,25,7,7,0,0,7,7,0,1,24,0,0,0,0,0,0,0,0,0,0,0,21,7
1,6,6,6,6,6,6,6,6,6,1,0,0,0,1,6,6,6,6,6,6,6,6,6,1
