1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7,0,0,0,0,0,0,23,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,7
7,0,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,0,0,7
7,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
7,0,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,1
7,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,23,0,7
7,24,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
7,0,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,7
7,0,22,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,7
7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,7
7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
7,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,22,7
7,0,21,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
1,28,1,24,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
7,0,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,28,28,1,28,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,20,1
7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,20,0,7
1,28,28,28,28,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1
