1,29,29,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,7
7,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,7
7,25,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,7
1,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,29,29,7
7,0,0,0,0,0,29,29,29,29,1,1,1,7,1,1,1,24,0,29,29,0,0,0,7
7,0,0,0,0,0,1,29,29,29,29,1,1,7,1,1,23,0,0,29,29,0,0,0,7
7,0,0,0,0,0,1,1,29,29,29,29,1,7,1,23,0,0,22,1,29,0,0,0,7
7,0,0,0,0,0,1,1,1,29,29,29,29,7,0,0,0,0,22,7,29,0,0,0,7
7,0,0,0,0,0,1,1,1,1,29,29,29,23,0,0,0,0,22,7,29,0,0,0,7
7,0,0,0,0,0,1,1,1,1,1,29,29,0,21,21,21,21,1,7,29,0,0,25,7
7,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,1
