1,6,6,6,1,6,6,6,6,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1
7,0,0,0,7,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
7,0,0,0,7,0,0,0,0,23,0,0,0,0,7,0,1,6,6,6,6,1,0,0,7
7,0,0,0,7,0,22,1,0,0,0,1,24,0,7,0,0,0,0,0,0,7,24,0,7
7,0,0,0,1,0,0,7,0,0,0,7,0,0,1,6,6,6,6,1,0,7,0,0,7
7,25,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,7
1,6,6,6,6,6,6,1,6,6,6,1,6,6,6,6,6,6,6,6,6,1,0,22,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
7,0,0,0,1,24,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,7
7,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,7,24,0,7
7,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,7
7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,20,0,0,1
1,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,6,1,6,6,1,1,20,20,1
7,0,0,0,0,0,0,0,0,0,7,0,23,0,23,0,0,0,23,23,7,0,0,0,7
7,0,0,0,1,6,6,1,24,0,7,0,0,0,0,0,1,0,0,22,7,0,0,0,7
7,20,20,20,7,0,0,0,0,0,7,0,21,0,21,0,7,24,0,0,7,0,0,0,7
7,0,0,0,7,0,22,1,6,6,1,0,1,0,1,1,7,0,0,0,1,0,0,0,7
7,0,0,0,7,0,0,0,0,0,0,0,7,0,7,7,7,0,21,0,0,0,0,25,7
1,21,21,21,1,6,6,6,6,6,1,21,7,21,7,7,7,21,1,21,1,6,6,6,1
