1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,17,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,19,0,7
7,0,0,7,21,21,7,7,21,21,7,0,25,0,7,21,21,7,7,21,21,7,0,0,7
7,0,0,1,6,6,1,1,6,6,1,6,1,6,1,6,6,1,1,6,6,1,0,0,7
7,1,0,18,0,18,0,18,0,18,0,0,7,0,0,18,0,18,0,18,0,18,0,1,7
7,1,0,0,21,0,0,0,21,0,0,0,7,0,0,0,21,0,0,0,21,0,0,1,7
1,6,6,6,6,6,6,6,6,1,0,0,7,0,0,1,6,6,6,6,6,6,6,6,1
7,0,0,0,0,18,0,18,0,0,0,0,1,0,0,0,0,18,0,18,0,0,0,0,7
7,0,0,0,0,0,21,0,0,0,0,21,25,21,0,0,0,0,21,0,0,0,0,0,7
7,0,17,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,19,0,7
7,19,0,0,18,0,18,0,18,0,0,18,23,18,0,0,18,0,18,0,18,0,0,17,7
7,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,0,7
1,6,6,6,6,6,6,6,1,0,0,21,21,21,0,0,1,6,6,6,6,6,6,6,1
0,0,0,0,0,0,18,0,18,0,1,6,6,6,1,0,18,0,18,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7
1,0,25,0,1,0,21,16,21,0,7,0,0,0,7,0,21,16,21,0,0,0,0,0,7
1,6,6,6,1,6,6,6,6,6,1,0,0,0,1,6,6,6,6,6,1,0,0,0,1
